customer_code,product_code,sales_qty,Sales_status
Cus023,Prod065,1,"Low sales"
Cus023,Prod064,1,"Low sales"
Cus023,Prod095,1,"Low sales"
Cus023,Prod267,1,"Low sales"
Cus023,Prod271,1,"Low sales"
Cus023,Prod276,1,"Low sales"
Cus023,Prod278,1,"Low sales"
Cus023,Prod105,1,"Low sales"
Cus023,Prod250,1,"Low sales"
Cus023,Prod255,1,"Low sales"
Cus023,Prod113,1,"Low sales"
Cus023,Prod279,1,"Low sales"
Cus023,Prod269,1,"Low sales"
Cus023,Prod270,1,"Low sales"
Cus023,Prod275,1,"Low sales"
Cus023,Prod265,1,"Low sales"
Cus023,Prod238,1,"Low sales"
Cus023,Prod117,1,"Low sales"
Cus023,Prod264,1,"Low sales"
Cus023,Prod056,1,"Low sales"
Cus023,Prod054,1,"Low sales"
Cus023,Prod055,1,"Low sales"
Cus023,Prod101,1,"Low sales"
Cus023,Prod017,1,"Low sales"
Cus023,Prod039,1,"Low sales"
Cus023,Prod129,1,"Low sales"
Cus023,Prod184,1,"Low sales"
Cus023,Prod219,1,"Low sales"
Cus023,Prod210,1,"Low sales"
Cus023,Prod137,1,"Low sales"
Cus023,Prod212,1,"Low sales"
Cus023,Prod207,1,"Low sales"
Cus023,Prod093,1,"Low sales"
Cus023,Prod206,1,"Low sales"
Cus023,Prod018,1,"Low sales"
Cus023,Prod049,1,"Low sales"
Cus023,Prod052,1,"Low sales"
Cus023,Prod166,1,"Low sales"
Cus023,Prod164,1,"Low sales"
Cus023,Prod185,1,"Low sales"
Cus023,Prod261,1,"Low sales"
Cus023,Prod102,1,"Low sales"
Cus023,Prod082,1,"Low sales"
Cus023,Prod034,1,"Low sales"
Cus023,Prod152,1,"Low sales"
Cus023,Prod204,1,"Low sales"
Cus023,Prod193,1,"Low sales"
Cus023,Prod079,1,"Low sales"
Cus023,Prod216,1,"Low sales"
Cus023,Prod120,1,"Low sales"
Cus037,Prod242,1,"Low sales"
Cus023,Prod213,1,"Low sales"
Cus023,Prod121,1,"Low sales"
Cus023,Prod126,1,"Low sales"
Cus023,Prod205,1,"Low sales"
Cus023,Prod047,1,"Low sales"
Cus023,Prod127,1,"Low sales"
Cus023,Prod220,1,"Low sales"
Cus023,Prod218,1,"Low sales"
Cus033,Prod271,1,"Low sales"
Cus024,Prod017,1,"Low sales"
Cus024,Prod032,1,"Low sales"
Cus024,Prod049,1,"Low sales"
Cus024,Prod166,1,"Low sales"
Cus024,Prod052,1,"Low sales"
Cus024,Prod018,1,"Low sales"
Cus024,Prod261,1,"Low sales"
Cus024,Prod165,1,"Low sales"
Cus024,Prod047,1,"Low sales"
Cus024,Prod046,1,"Low sales"
Cus029,Prod121,1,"Low sales"
Cus029,Prod119,1,"Low sales"
Cus029,Prod204,1,"Low sales"
Cus029,Prod045,1,"Low sales"
Cus037,Prod251,1,"Low sales"
Cus037,Prod180,1,"Low sales"
Cus037,Prod053,1,"Low sales"
Cus037,Prod081,1,"Low sales"
Cus037,Prod063,1,"Low sales"
Cus037,Prod093,1,"Low sales"
Cus030,Prod279,1,"Low sales"
Cus030,Prod269,1,"Low sales"
Cus031,Prod035,1,"Low sales"
Cus031,Prod196,1,"Low sales"
Cus031,Prod102,1,"Low sales"
Cus037,Prod049,1,"Low sales"
Cus037,Prod166,1,"Low sales"
Cus037,Prod051,1,"Low sales"
Cus031,Prod265,1,"Low sales"
Cus037,Prod229,1,"Low sales"
Cus031,Prod116,1,"Low sales"
Cus031,Prod101,1,"Low sales"
Cus031,Prod252,1,"Low sales"
Cus031,Prod246,1,"Low sales"
Cus037,Prod043,1,"Low sales"
Cus031,Prod129,1,"Low sales"
Cus031,Prod123,1,"Low sales"
Cus037,Prod165,1,"Low sales"
Cus031,Prod122,1,"Low sales"
Cus031,Prod117,1,"Low sales"
Cus031,Prod114,1,"Low sales"
Cus031,Prod113,1,"Low sales"
Cus037,Prod047,1,"Low sales"
Cus037,Prod227,1,"Low sales"
Cus037,Prod054,1,"Low sales"
Cus037,Prod041,1,"Low sales"
Cus037,Prod121,1,"Low sales"
Cus025,Prod263,1,"Low sales"
Cus031,Prod095,1,"Low sales"
Cus038,Prod261,1,"Low sales"
Cus037,Prod131,1,"Low sales"
Cus037,Prod146,1,"Low sales"
Cus037,Prod266,1,"Low sales"
Cus037,Prod129,1,"Low sales"
Cus037,Prod117,1,"Low sales"
Cus038,Prod129,1,"Low sales"
Cus038,Prod135,1,"Low sales"
Cus038,Prod133,1,"Low sales"
Cus038,Prod105,1,"Low sales"
Cus030,Prod267,1,"Low sales"
Cus035,Prod147,1,"Low sales"
Cus016,Prod210,1,"Low sales"
Cus016,Prod205,1,"Low sales"
Cus016,Prod185,1,"Low sales"
Cus016,Prod039,1,"Low sales"
Cus020,Prod243,1,"Low sales"
Cus020,Prod266,1,"Low sales"
Cus020,Prod214,1,"Low sales"
Cus020,Prod237,1,"Low sales"
Cus020,Prod044,1,"Low sales"
Cus020,Prod170,1,"Low sales"
Cus020,Prod162,1,"Low sales"
Cus020,Prod115,1,"Low sales"
Cus020,Prod261,1,"Low sales"
Cus020,Prod046,1,"Low sales"
Cus020,Prod215,1,"Low sales"
Cus020,Prod040,1,"Low sales"
Cus020,Prod276,1,"Low sales"
Cus018,Prod131,1,"Low sales"
Cus020,Prod027,1,"Low sales"
Cus020,Prod110,1,"Low sales"
Cus020,Prod218,1,"Low sales"
Cus020,Prod208,1,"Low sales"
Cus020,Prod152,1,"Low sales"
Cus020,Prod135,1,"Low sales"
Cus016,Prod011,1,"Low sales"
Cus020,Prod104,1,"Low sales"
Cus020,Prod178,1,"Low sales"
Cus020,Prod106,1,"Low sales"
Cus020,Prod099,1,"Low sales"
Cus020,Prod122,1,"Low sales"
Cus020,Prod213,1,"Low sales"
Cus020,Prod246,1,"Low sales"
Cus016,Prod206,1,"Low sales"
Cus020,Prod192,1,"Low sales"
Cus016,Prod024,1,"Low sales"
Cus018,Prod095,1,"Low sales"
Cus020,Prod133,1,"Low sales"
Cus020,Prod209,1,"Low sales"
Cus018,Prod105,1,"Low sales"
Cus020,Prod140,1,"Low sales"
Cus020,Prod102,1,"Low sales"
Cus019,Prod121,1,"Low sales"
Cus020,Prod187,1,"Low sales"
Cus018,Prod120,1,"Low sales"
Cus018,Prod267,1,"Low sales"
Cus019,Prod124,1,"Low sales"
Cus019,Prod131,1,"Low sales"
Cus020,Prod205,1,"Low sales"
Cus020,Prod177,1,"Low sales"
Cus020,Prod137,1,"Low sales"
Cus020,Prod128,1,"Low sales"
Cus020,Prod207,1,"Low sales"
Cus020,Prod127,1,"Low sales"
Cus020,Prod126,1,"Low sales"
Cus020,Prod273,1,"Low sales"
Cus020,Prod239,1,"Low sales"
Cus020,Prod221,1,"Low sales"
Cus020,Prod210,1,"Low sales"
Cus018,Prod057,1,"Low sales"
Cus020,Prod212,1,"Low sales"
Cus020,Prod114,1,"Low sales"
Cus020,Prod123,1,"Low sales"
Cus020,Prod116,1,"Low sales"
Cus020,Prod219,1,"Low sales"
Cus020,Prod124,1,"Low sales"
Cus020,Prod139,1,"Low sales"
Cus020,Prod274,1,"Low sales"
Cus020,Prod220,1,"Low sales"
Cus020,Prod113,1,"Low sales"
Cus020,Prod252,1,"Low sales"
Cus020,Prod244,1,"Low sales"
Cus020,Prod159,1,"Low sales"
Cus020,Prod129,1,"Low sales"
Cus020,Prod105,1,"Low sales"
Cus020,Prod254,1,"Low sales"
Cus019,Prod055,1,"Low sales"
Cus020,Prod134,1,"Low sales"
Cus020,Prod075,1,"Low sales"
Cus020,Prod064,1,"Low sales"
Cus020,Prod117,1,"Low sales"
Cus020,Prod100,1,"Low sales"
Cus020,Prod120,1,"Low sales"
Cus020,Prod264,1,"Low sales"
Cus021,Prod264,1,"Low sales"
Cus020,Prod227,1,"Low sales"
Cus020,Prod265,1,"Low sales"
Cus020,Prod267,1,"Low sales"
Cus020,Prod275,1,"Low sales"
Cus020,Prod255,1,"Low sales"
Cus020,Prod095,1,"Low sales"
Cus020,Prod121,1,"Low sales"
Cus020,Prod054,1,"Low sales"
Cus020,Prod053,1,"Low sales"
Cus020,Prod269,1,"Low sales"
Cus019,Prod255,1,"Low sales"
Cus020,Prod270,1,"Low sales"
Cus020,Prod057,1,"Low sales"
Cus020,Prod058,1,"Low sales"
Cus020,Prod065,1,"Low sales"
Cus020,Prod263,1,"Low sales"
Cus020,Prod271,1,"Low sales"
Cus020,Prod055,1,"Low sales"
Cus018,Prod054,1,"Low sales"
Cus018,Prod121,1,"Low sales"
Cus020,Prod131,1,"Low sales"
Cus020,Prod056,1,"Low sales"
Cus020,Prod278,1,"Low sales"
Cus019,Prod054,1,"Low sales"
Cus020,Prod279,1,"Low sales"
Cus019,Prod058,1,"Low sales"
Cus019,Prod276,1,"Low sales"
Cus019,Prod056,1,"Low sales"
Cus019,Prod065,1,"Low sales"
Cus019,Prod278,1,"Low sales"
Cus014,Prod133,1,"Low sales"
Cus014,Prod113,1,"Low sales"
Cus014,Prod167,1,"Low sales"
Cus014,Prod145,1,"Low sales"
Cus014,Prod065,1,"Low sales"
Cus014,Prod131,1,"Low sales"
Cus014,Prod204,1,"Low sales"
Cus014,Prod049,1,"Low sales"
Cus018,Prod124,1,"Low sales"
Cus014,Prod165,1,"Low sales"
Cus018,Prod114,1,"Low sales"
Cus016,Prod152,1,"Low sales"
Cus016,Prod221,1,"Low sales"
Cus016,Prod117,1,"Low sales"
Cus015,Prod165,1,"Low sales"
Cus018,Prod116,1,"Low sales"
Cus016,Prod267,1,"Low sales"
Cus015,Prod054,1,"Low sales"
Cus021,Prod269,1,"Low sales"
Cus021,Prod270,1,"Low sales"
Cus021,Prod279,1,"Low sales"
Cus021,Prod114,1,"Low sales"
Cus021,Prod116,1,"Low sales"
Cus021,Prod267,1,"Low sales"
Cus021,Prod123,1,"Low sales"
Cus021,Prod100,1,"Low sales"
Cus019,Prod113,1,"Low sales"
Cus019,Prod079,1,"Low sales"
Cus019,Prod075,1,"Low sales"
Cus019,Prod250,1,"Low sales"
Cus019,Prod238,1,"Low sales"
Cus019,Prod095,1,"Low sales"
Cus019,Prod279,1,"Low sales"
Cus019,Prod105,1,"Low sales"
Cus021,Prod117,1,"Low sales"
Cus019,Prod114,1,"Low sales"
Cus019,Prod116,1,"Low sales"
Cus019,Prod123,1,"Low sales"
Cus016,Prod065,1,"Low sales"
Cus021,Prod105,1,"Low sales"
Cus021,Prod113,1,"Low sales"
Cus019,Prod267,1,"Low sales"
Cus021,Prod263,1,"Low sales"
Cus019,Prod265,1,"Low sales"
Cus019,Prod264,1,"Low sales"
Cus021,Prod265,1,"Low sales"
Cus019,Prod263,1,"Low sales"
Cus019,Prod100,1,"Low sales"
Cus019,Prod053,1,"Low sales"
Cus019,Prod270,1,"Low sales"
Cus019,Prod117,1,"Low sales"
Cus021,Prod255,1,"Low sales"
Cus021,Prod278,1,"Low sales"
Cus018,Prod056,1,"Low sales"
Cus021,Prod271,1,"Low sales"
Cus021,Prod131,1,"Low sales"
Cus021,Prod120,1,"Low sales"
Cus021,Prod121,1,"Low sales"
Cus021,Prod054,1,"Low sales"
Cus021,Prod276,1,"Low sales"
Cus021,Prod275,1,"Low sales"
Cus021,Prod182,1,"Low sales"
Cus018,Prod100,1,"Low sales"
Cus018,Prod269,1,"Low sales"
Cus018,Prod058,1,"Low sales"
Cus018,Prod055,1,"Low sales"
Cus018,Prod134,1,"Low sales"
Cus017,Prod199,1,"Low sales"
Cus017,Prod122,1,"Low sales"
Cus017,Prod195,1,"Low sales"
Cus013,Prod065,1,"Low sales"
Cus013,Prod023,1,"Low sales"
Cus013,Prod057,1,"Low sales"
Cus013,Prod131,1,"Low sales"
Cus013,Prod145,1,"Low sales"
Cus013,Prod120,1,"Low sales"
Cus013,Prod121,1,"Low sales"
Cus013,Prod061,1,"Low sales"
Cus013,Prod137,1,"Low sales"
Cus013,Prod204,1,"Low sales"
Cus013,Prod129,1,"Low sales"
Cus013,Prod135,1,"Low sales"
Cus013,Prod152,1,"Low sales"
Cus013,Prod176,1,"Low sales"
Cus013,Prod117,1,"Low sales"
Cus013,Prod114,1,"Low sales"
Cus013,Prod116,1,"Low sales"
Cus013,Prod123,1,"Low sales"
Cus017,Prod081,1,"Low sales"
Cus016,Prod054,1,"Low sales"
Cus017,Prod057,1,"Low sales"
Cus017,Prod105,1,"Low sales"
Cus019,Prod134,1,"Low sales"
Cus019,Prod269,1,"Low sales"
Cus019,Prod057,1,"Low sales"
Cus019,Prod275,1,"Low sales"
Cus019,Prod271,1,"Low sales"
Cus017,Prod055,1,"Low sales"
Cus017,Prod089,1,"Low sales"
Cus017,Prod124,1,"Low sales"
Cus017,Prod227,1,"Low sales"
Cus017,Prod121,1,"Low sales"
Cus017,Prod054,1,"Low sales"
Cus017,Prod058,1,"Low sales"
Cus017,Prod131,1,"Low sales"
Cus017,Prod120,1,"Low sales"
Cus017,Prod260,1,"Low sales"
Cus017,Prod056,1,"Low sales"
Cus017,Prod250,1,"Low sales"
Cus017,Prod091,1,"Low sales"
Cus017,Prod065,1,"Low sales"
Cus017,Prod095,1,"Low sales"
Cus017,Prod079,1,"Low sales"
Cus022,Prod255,1,"Low sales"
Cus017,Prod074,1,"Low sales"
Cus017,Prod100,1,"Low sales"
Cus017,Prod279,1,"Low sales"
Cus017,Prod278,1,"Low sales"
Cus017,Prod275,1,"Low sales"
Cus017,Prod271,1,"Low sales"
Cus017,Prod270,1,"Low sales"
Cus017,Prod269,1,"Low sales"
Cus017,Prod265,1,"Low sales"
Cus017,Prod264,1,"Low sales"
Cus017,Prod263,1,"Low sales"
Cus017,Prod117,1,"Low sales"
Cus017,Prod113,1,"Low sales"
Cus017,Prod276,1,"Low sales"
Cus017,Prod267,1,"Low sales"
Cus017,Prod255,1,"Low sales"
Cus017,Prod053,1,"Low sales"
Cus017,Prod116,1,"Low sales"
Cus017,Prod238,1,"Low sales"
Cus017,Prod134,1,"Low sales"
Cus017,Prod123,1,"Low sales"
Cus017,Prod114,1,"Low sales"
Cus018,Prod065,1,"Low sales"
Cus018,Prod278,1,"Low sales"
Cus018,Prod079,1,"Low sales"
Cus018,Prod075,1,"Low sales"
Cus018,Prod250,1,"Low sales"
Cus018,Prod238,1,"Low sales"
Cus022,Prod278,1,"Low sales"
Cus022,Prod279,1,"Low sales"
Cus022,Prod116,1,"Low sales"
Cus022,Prod269,1,"Low sales"
Cus022,Prod270,1,"Low sales"
Cus022,Prod114,1,"Low sales"
Cus022,Prod276,1,"Low sales"
Cus022,Prod124,1,"Low sales"
Cus022,Prod053,1,"Low sales"
Cus022,Prod271,1,"Low sales"
Cus018,Prod117,1,"Low sales"
Cus022,Prod123,1,"Low sales"
Cus022,Prod065,1,"Low sales"
Cus018,Prod276,1,"Low sales"
Cus022,Prod054,1,"Low sales"
Cus022,Prod121,1,"Low sales"
Cus022,Prod264,1,"Low sales"
Cus018,Prod113,1,"Low sales"
Cus018,Prod279,1,"Low sales"
Cus022,Prod275,1,"Low sales"
Cus022,Prod267,1,"Low sales"
Cus022,Prod265,1,"Low sales"
Cus022,Prod134,1,"Low sales"
Cus022,Prod263,1,"Low sales"
Cus022,Prod095,1,"Low sales"
Cus022,Prod250,1,"Low sales"
Cus016,Prod129,1,"Low sales"
Cus022,Prod260,1,"Low sales"
Cus022,Prod113,1,"Low sales"
Cus022,Prod075,1,"Low sales"
Cus022,Prod100,1,"Low sales"
Cus022,Prod105,1,"Low sales"
Cus022,Prod238,1,"Low sales"
Cus022,Prod117,1,"Low sales"
Cus022,Prod131,1,"Low sales"
Cus018,Prod123,1,"Low sales"
Cus018,Prod260,1,"Low sales"
Cus022,Prod056,1,"Low sales"
Cus022,Prod242,1,"Low sales"
Cus022,Prod018,1,"Low sales"
Cus018,Prod255,1,"Low sales"
Cus016,Prod151,1,"Low sales"
Cus016,Prod165,1,"Low sales"
Cus016,Prod262,1,"Low sales"
Cus016,Prod047,1,"Low sales"
Cus016,Prod121,1,"Low sales"
Cus016,Prod261,1,"Low sales"
Cus016,Prod131,1,"Low sales"
Cus016,Prod204,1,"Low sales"
Cus016,Prod049,1,"Low sales"
Cus016,Prod018,1,"Low sales"
Cus016,Prod209,1,"Low sales"
Cus016,Prod166,1,"Low sales"
Cus016,Prod052,1,"Low sales"
Cus016,Prod017,1,"Low sales"
Cus016,Prod218,1,"Low sales"
Cus016,Prod216,1,"Low sales"
Cus016,Prod113,1,"Low sales"
Cus016,Prod213,1,"Low sales"
Cus016,Prod220,1,"Low sales"
Cus016,Prod053,1,"Low sales"
Cus016,Prod093,1,"Low sales"
Cus015,Prod117,1,"Low sales"
Cus015,Prod134,1,"Low sales"
Cus016,Prod207,1,"Low sales"
Cus016,Prod025,1,"Low sales"
Cus015,Prod113,1,"Low sales"
Cus015,Prod263,1,"Low sales"
Cus015,Prod145,1,"Low sales"
Cus015,Prod049,1,"Low sales"
Cus015,Prod053,1,"Low sales"
Cus015,Prod166,1,"Low sales"
Cus018,Prod053,1,"Low sales"
Cus016,Prod271,1,"Low sales"
Cus016,Prod219,1,"Low sales"
Cus016,Prod212,1,"Low sales"
Cus001,Prod110,1,"Low sales"
Cus001,Prod265,1,"Low sales"
Cus001,Prod126,1,"Low sales"
Cus001,Prod275,1,"Low sales"
Cus001,Prod128,1,"Low sales"
Cus001,Prod065,1,"Low sales"
Cus001,Prod121,1,"Low sales"
Cus001,Prod131,1,"Low sales"
Cus001,Prod090,1,"Low sales"
Cus001,Prod061,1,"Low sales"
Cus001,Prod238,1,"Low sales"
Cus001,Prod113,1,"Low sales"
Cus001,Prod136,1,"Low sales"
Cus001,Prod272,1,"Low sales"
Cus001,Prod268,1,"Low sales"
Cus001,Prod105,1,"Low sales"
Cus001,Prod179,1,"Low sales"
Cus001,Prod232,1,"Low sales"
Cus001,Prod260,1,"Low sales"
Cus001,Prod236,1,"Low sales"
Cus001,Prod093,1,"Low sales"
Cus001,Prod241,1,"Low sales"
Cus001,Prod111,1,"Low sales"
Cus001,Prod259,1,"Low sales"
Cus001,Prod251,1,"Low sales"
Cus001,Prod120,1,"Low sales"
Cus001,Prod235,1,"Low sales"
Cus001,Prod229,1,"Low sales"
Cus001,Prod231,1,"Low sales"
Cus001,Prod227,1,"Low sales"
Cus001,Prod249,1,"Low sales"
Cus001,Prod146,1,"Low sales"
Cus001,Prod070,1,"Low sales"
Cus001,Prod266,1,"Low sales"
Cus005,Prod133,1,"Low sales"
Cus005,Prod273,1,"Low sales"
Cus005,Prod170,1,"Low sales"
Cus005,Prod079,1,"Low sales"
Cus005,Prod162,1,"Low sales"
Cus005,Prod276,1,"Low sales"
Cus005,Prod177,1,"Low sales"
Cus005,Prod122,1,"Low sales"
Cus005,Prod187,1,"Low sales"
Cus005,Prod113,1,"Low sales"
Cus005,Prod269,1,"Low sales"
Cus005,Prod123,1,"Low sales"
Cus005,Prod104,1,"Low sales"
Cus005,Prod135,1,"Low sales"
Cus005,Prod275,1,"Low sales"
